case_id,页面ID,路径,主题,宽,高,实际视口,实际状态,截图,测量JSON,日志,状态,原因,配色依据,配色验收A17,配色证据
A22-dark-1024,A22,/admin?section=minimax,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/orders-dark-1024x768.png,evidence/admin-sections-matrix/orders-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A22-dark-768,A22,/admin?section=minimax,dark,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/orders-dark-768x1024.png,evidence/admin-sections-matrix/orders-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A22-dark-390,A22,/admin?section=minimax,dark,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/orders-dark-390x844.png,evidence/admin-sections-matrix/orders-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A22-dark-430,A22,/admin?section=minimax,dark,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/orders-dark-430x932.png,evidence/admin-sections-matrix/orders-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-1672,A23,/admin?section=tencentMusic,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/products-light-1672x941.png,evidence/admin-sections-matrix/products-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-1440,A23,/admin?section=tencentMusic,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/products-light-1440x900.png,evidence/admin-sections-matrix/products-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-1366,A23,/admin?section=tencentMusic,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/products-light-1366x768.png,evidence/admin-sections-matrix/products-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-1024,A23,/admin?section=tencentMusic,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/products-light-1024x768.png,evidence/admin-sections-matrix/products-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-768,A23,/admin?section=tencentMusic,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/products-light-768x1024.png,evidence/admin-sections-matrix/products-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-390,A23,/admin?section=tencentMusic,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/products-light-390x844.png,evidence/admin-sections-matrix/products-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-light-430,A23,/admin?section=tencentMusic,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/products-light-430x932.png,evidence/admin-sections-matrix/products-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-1672,A23,/admin?section=tencentMusic,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/products-dark-1672x941.png,evidence/admin-sections-matrix/products-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-1440,A23,/admin?section=tencentMusic,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/products-dark-1440x900.png,evidence/admin-sections-matrix/products-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-1366,A23,/admin?section=tencentMusic,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/products-dark-1366x768.png,evidence/admin-sections-matrix/products-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-1024,A23,/admin?section=tencentMusic,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/products-dark-1024x768.png,evidence/admin-sections-matrix/products-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-768,A23,/admin?section=tencentMusic,dark,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/products-dark-768x1024.png,evidence/admin-sections-matrix/products-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-390,A23,/admin?section=tencentMusic,dark,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/products-dark-390x844.png,evidence/admin-sections-matrix/products-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A23-dark-430,A23,/admin?section=tencentMusic,dark,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/products-dark-430x932.png,evidence/admin-sections-matrix/products-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-1672,A24,/admin?section=qwenAudio,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/promotions-light-1672x941.png,evidence/admin-sections-matrix/promotions-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-1440,A24,/admin?section=qwenAudio,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/promotions-light-1440x900.png,evidence/admin-sections-matrix/promotions-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-1366,A24,/admin?section=qwenAudio,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/promotions-light-1366x768.png,evidence/admin-sections-matrix/promotions-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-1024,A24,/admin?section=qwenAudio,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/promotions-light-1024x768.png,evidence/admin-sections-matrix/promotions-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-768,A24,/admin?section=qwenAudio,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/promotions-light-768x1024.png,evidence/admin-sections-matrix/promotions-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-390,A24,/admin?section=qwenAudio,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/promotions-light-390x844.png,evidence/admin-sections-matrix/promotions-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-light-430,A24,/admin?section=qwenAudio,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/promotions-light-430x932.png,evidence/admin-sections-matrix/promotions-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-1672,A24,/admin?section=qwenAudio,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/promotions-dark-1672x941.png,evidence/admin-sections-matrix/promotions-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-1440,A24,/admin?section=qwenAudio,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/promotions-dark-1440x900.png,evidence/admin-sections-matrix/promotions-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-1366,A24,/admin?section=qwenAudio,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/promotions-dark-1366x768.png,evidence/admin-sections-matrix/promotions-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-1024,A24,/admin?section=qwenAudio,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/promotions-dark-1024x768.png,evidence/admin-sections-matrix/promotions-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-768,A24,/admin?section=qwenAudio,dark,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/promotions-dark-768x1024.png,evidence/admin-sections-matrix/promotions-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-390,A24,/admin?section=qwenAudio,dark,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/promotions-dark-390x844.png,evidence/admin-sections-matrix/promotions-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A24-dark-430,A24,/admin?section=qwenAudio,dark,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/promotions-dark-430x932.png,evidence/admin-sections-matrix/promotions-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-1672,A25,/admin?section=dreamina,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/coupons-light-1672x941.png,evidence/admin-sections-matrix/coupons-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-1440,A25,/admin?section=dreamina,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/coupons-light-1440x900.png,evidence/admin-sections-matrix/coupons-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-1366,A25,/admin?section=dreamina,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/coupons-light-1366x768.png,evidence/admin-sections-matrix/coupons-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-1024,A25,/admin?section=dreamina,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/coupons-light-1024x768.png,evidence/admin-sections-matrix/coupons-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-768,A25,/admin?section=dreamina,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/coupons-light-768x1024.png,evidence/admin-sections-matrix/coupons-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-390,A25,/admin?section=dreamina,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/coupons-light-390x844.png,evidence/admin-sections-matrix/coupons-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-light-430,A25,/admin?section=dreamina,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/coupons-light-430x932.png,evidence/admin-sections-matrix/coupons-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-1672,A25,/admin?section=dreamina,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/coupons-dark-1672x941.png,evidence/admin-sections-matrix/coupons-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-1440,A25,/admin?section=dreamina,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/coupons-dark-1440x900.png,evidence/admin-sections-matrix/coupons-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-1366,A25,/admin?section=dreamina,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/coupons-dark-1366x768.png,evidence/admin-sections-matrix/coupons-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-1024,A25,/admin?section=dreamina,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/coupons-dark-1024x768.png,evidence/admin-sections-matrix/coupons-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-768,A25,/admin?section=dreamina,dark,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/coupons-dark-768x1024.png,evidence/admin-sections-matrix/coupons-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-390,A25,/admin?section=dreamina,dark,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/coupons-dark-390x844.png,evidence/admin-sections-matrix/coupons-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A25-dark-430,A25,/admin?section=dreamina,dark,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/coupons-dark-430x932.png,evidence/admin-sections-matrix/coupons-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-1672,A26,/admin?section=skills,light,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/referrals-light-1672x941.png,evidence/admin-sections-matrix/referrals-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-1440,A26,/admin?section=skills,light,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/referrals-light-1440x900.png,evidence/admin-sections-matrix/referrals-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-1366,A26,/admin?section=skills,light,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/referrals-light-1366x768.png,evidence/admin-sections-matrix/referrals-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-1024,A26,/admin?section=skills,light,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/referrals-light-1024x768.png,evidence/admin-sections-matrix/referrals-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-768,A26,/admin?section=skills,light,768,1024,768x1024,后台默认分区,evidence/admin-sections-matrix/referrals-light-768x1024.png,evidence/admin-sections-matrix/referrals-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-390,A26,/admin?section=skills,light,390,844,390x844,后台默认分区,evidence/admin-sections-matrix/referrals-light-390x844.png,evidence/admin-sections-matrix/referrals-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-light-430,A26,/admin?section=skills,light,430,932,430x932,后台默认分区,evidence/admin-sections-matrix/referrals-light-430x932.png,evidence/admin-sections-matrix/referrals-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-dark-1672,A26,/admin?section=skills,dark,1672,941,1672x941,后台默认分区,evidence/admin-sections-matrix/referrals-dark-1672x941.png,evidence/admin-sections-matrix/referrals-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-dark-1440,A26,/admin?section=skills,dark,1440,900,1440x900,后台默认分区,evidence/admin-sections-matrix/referrals-dark-1440x900.png,evidence/admin-sections-matrix/referrals-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-dark-1366,A26,/admin?section=skills,dark,1366,768,1366x768,后台默认分区,evidence/admin-sections-matrix/referrals-dark-1366x768.png,evidence/admin-sections-matrix/referrals-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
A26-dark-1024,A26,/admin?section=skills,dark,1024,768,1024x768,后台默认分区,evidence/admin-sections-matrix/referrals-dark-1024x768.png,evidence/admin-sections-matrix/referrals-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
